Unit	[GW]	ELECTRICITY	ELECTRICITY	GASOLINE	GASOLINE	DIESEL	DIESEL	BIOETHANOL	BIOETHANOL	BIODIESEL	BIODIESEL	LFO	LFO	NG	NG	SLF	SLF	SNG	SNG	WOOD	WOOD	WET_BIOMASS	WET_BIOMASS	COAL	COAL	URANIUM	URANIUM	WASTE	WASTE	H2	H2	CO2_EMISSIONS	CO2_EMISSIONS	RES_WIND	RES_WIND	RES_SOLAR	RES_SOLAR	RES_HYDRO	RES_HYDRO	RES_GEO	RES_GEO	CO2_ATM	CO2_ATM	CO2_INDUSTRY	CO2_INDUSTRY	CO2_CAPTURED	CO2_CAPTURED	PT_HEAT	PT_HEAT	ST_HEAT	ST_HEAT
Td	Time	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior	R_t_local	R_t_exterior
1	10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	260.012510	0.000000	0.000000	0.000000	0.000000	63.288986	0.000000	94.472179	0.000000	0.000000	368.078774	0.000000	0.000000	30.500026	0.000000	0.000000	0.000000	0.000000	174.711776	0.000000	422.631688	0.000000	359.040526	0.000000	41.751436	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	273.431101	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	363.362794	0.000000	0.000000	27.202629	0.000000	0.000000	0.000000	0.000000	173.213756	0.000000	438.840935	0.000000	463.562907	0.000000	40.533917	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	270.874522	0.000000	0.000000	0.000000	0.000000	60.515008	0.000000	94.472179	0.000000	0.000000	364.962507	0.000000	0.000000	35.200082	0.000000	0.000000	0.000000	0.000000	173.730083	0.000000	471.229668	0.000000	534.904809	0.000000	37.756153	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	266.969979	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	360.846378	0.000000	0.000000	35.530511	0.000000	0.000000	0.000000	0.000000	174.473096	0.000000	494.121305	0.000000	539.814409	0.000000	37.319180	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	276.803599	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	363.022160	0.000000	0.000000	37.483993	0.000000	0.000000	0.000000	0.000000	175.764283	0.000000	507.824629	0.000000	530.444188	0.000000	35.026631	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	286.530120	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	357.069421	0.000000	0.000000	38.045326	0.000000	0.000000	0.000000	0.000000	173.767243	0.000000	504.185409	0.000000	412.781401	0.000000	34.064020	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	288.943900	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	359.968894	0.000000	0.000000	34.118785	0.000000	0.000000	0.000000	0.000000	173.790153	0.000000	484.127807	0.000000	273.459768	0.000000	32.759017	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	265.868463	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	358.925401	0.000000	0.000000	33.682908	0.000000	0.000000	0.000000	0.000000	173.301167	0.000000	472.921492	0.000000	168.774349	0.000000	36.103321	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	232.321985	0.000000	0.000000	0.000000	0.000000	65.762291	0.000000	94.472179	0.000000	0.000000	361.271059	0.000000	0.000000	30.430388	0.000000	0.000000	0.000000	0.000000	173.207482	0.000000	484.697308	0.000000	4.376777	0.000000	41.598274	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	208.715364	0.000000	0.000000	0.000000	0.000000	63.197208	0.000000	94.472179	0.000000	0.000000	362.528886	0.000000	0.000000	32.125883	0.000000	0.000000	0.000000	0.000000	173.100746	0.000000	499.606417	0.000000	0.000000	0.000000	42.329103	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	189.634581	0.000000	0.000000	0.000000	0.000000	60.223775	0.000000	94.472179	0.000000	0.000000	362.482320	0.000000	0.000000	32.883430	0.000000	0.000000	0.000000	0.000000	172.121305	0.000000	510.244206	0.000000	0.000000	0.000000	35.656426	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	173.784360	0.000000	0.000000	0.000000	0.000000	60.752299	0.000000	94.472179	0.000000	0.000000	361.367709	0.000000	0.000000	29.004554	0.000000	0.000000	0.000000	0.000000	170.917662	0.000000	521.596068	0.000000	0.000000	0.000000	32.420936	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	162.815249	0.000000	0.000000	0.000000	0.000000	57.077713	0.000000	94.472179	0.000000	0.000000	365.260104	0.000000	0.000000	37.673735	0.000000	0.000000	0.000000	0.000000	173.139823	0.000000	541.571581	0.000000	0.000000	0.000000	30.057728	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	153.656473	0.000000	0.000000	0.000000	0.000000	49.701729	0.000000	94.472179	0.000000	0.000000	350.198422	0.000000	0.000000	42.076711	0.000000	0.000000	0.000000	0.000000	167.870493	0.000000	559.014158	0.000000	0.000000	0.000000	26.210346	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	148.651276	0.000000	0.000000	0.000000	0.000000	52.477839	0.000000	94.472179	0.000000	0.000000	352.566274	0.000000	0.000000	42.595759	0.000000	0.000000	0.000000	0.000000	169.940555	0.000000	562.779569	0.000000	0.000000	0.000000	21.883160	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	146.361583	0.000000	0.000000	0.000000	0.000000	63.634429	0.000000	94.472179	0.000000	0.000000	357.175173	0.000000	0.000000	39.742318	0.000000	0.000000	0.000000	0.000000	173.324199	0.000000	379.116063	0.000000	0.000000	0.000000	23.883802	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	137.131492	0.000000	0.000000	0.000000	0.000000	59.803960	0.000000	94.472179	0.000000	0.000000	360.782396	0.000000	0.000000	34.017091	0.000000	0.000000	0.000000	0.000000	170.067673	0.000000	373.126591	0.000000	0.000000	0.000000	22.137319	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	149.077243	0.000000	0.000000	0.000000	0.000000	65.999387	0.000000	94.472179	0.000000	0.000000	359.775259	0.000000	0.000000	27.574383	0.000000	0.000000	0.000000	0.000000	171.880392	0.000000	371.801950	0.000000	0.000000	0.000000	20.441853	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	162.318903	0.000000	0.000000	0.000000	0.000000	60.686980	0.000000	94.472179	0.000000	0.000000	360.896204	0.000000	0.000000	31.300871	0.000000	0.000000	0.000000	0.000000	171.319488	0.000000	372.621386	0.000000	0.000000	0.000000	20.566024	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	190.505774	0.000000	0.000000	0.000000	0.000000	59.872132	0.000000	94.472179	0.000000	0.000000	359.034607	0.000000	0.000000	39.519144	0.000000	0.000000	0.000000	0.000000	172.468274	0.000000	390.413448	0.000000	0.000000	0.000000	20.512251	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	239.601613	0.000000	0.000000	0.000000	0.000000	63.801145	0.000000	94.472179	0.000000	0.000000	366.728972	0.000000	0.000000	39.319182	0.000000	0.000000	0.000000	0.000000	176.718570	0.000000	417.396497	0.000000	0.120243	0.000000	21.995074	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	253.000630	0.000000	0.000000	0.000000	0.000000	62.410271	0.000000	94.472179	0.000000	0.000000	365.490515	0.000000	0.000000	42.832708	0.000000	0.000000	0.000000	0.000000	176.643801	0.000000	451.819348	0.000000	13.268132	0.000000	25.325304	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	231.168898	0.000000	0.000000	0.000000	0.000000	54.461313	0.000000	94.472179	0.000000	0.000000	366.297219	0.000000	0.000000	40.210540	0.000000	0.000000	0.000000	0.000000	170.915919	0.000000	480.766021	0.000000	106.884879	0.000000	29.069875	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	239.522922	0.000000	0.000000	0.000000	0.000000	53.516126	0.000000	94.472179	0.000000	0.000000	370.575485	0.000000	0.000000	36.106258	0.000000	0.000000	0.000000	0.000000	172.094393	0.000000	508.748290	0.000000	189.559814	0.000000	30.667423	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	260.012510	0.000000	0.000000	0.000000	0.000000	54.632677	0.000000	94.472179	0.000000	0.000000	366.471203	0.000000	0.000000	40.029888	0.000000	0.000000	0.000000	0.000000	173.234854	0.000000	525.904583	0.000000	192.947515	0.000000	30.183517	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	273.431101	0.000000	0.000000	0.000000	0.000000	54.461313	0.000000	94.472179	0.000000	0.000000	366.471203	0.000000	0.000000	40.210540	0.000000	0.000000	0.000000	0.000000	173.214992	0.000000	529.106184	0.000000	129.193911	0.000000	30.587395	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	270.874522	0.000000	0.000000	0.000000	0.000000	56.299451	0.000000	94.472179	0.000000	0.000000	366.942709	0.000000	0.000000	37.801267	0.000000	0.000000	0.000000	0.000000	173.475196	0.000000	524.363222	0.000000	82.598465	0.000000	29.592853	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	266.969979	0.000000	0.000000	0.000000	0.000000	54.383811	0.000000	94.472179	0.000000	0.000000	366.942709	0.000000	0.000000	39.558383	0.000000	0.000000	0.000000	0.000000	173.233476	0.000000	520.759664	0.000000	133.930389	0.000000	29.494771	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	276.803599	0.000000	0.000000	0.000000	0.000000	54.632677	0.000000	94.472179	0.000000	0.000000	366.942709	0.000000	0.000000	38.093776	0.000000	0.000000	0.000000	0.000000	172.901207	0.000000	522.530838	0.000000	187.058679	0.000000	29.880773	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	286.530120	0.000000	0.000000	0.000000	0.000000	53.516126	0.000000	94.472179	0.000000	0.000000	366.942709	0.000000	0.000000	35.734050	0.000000	0.000000	0.000000	0.000000	172.036535	0.000000	526.212835	0.000000	199.554234	0.000000	28.744443	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	288.943900	0.000000	0.000000	0.000000	0.000000	54.461313	0.000000	94.472179	0.000000	0.000000	371.046991	0.000000	0.000000	31.727146	0.000000	0.000000	0.000000	0.000000	172.656593	0.000000	535.464311	0.000000	135.967715	0.000000	29.148039	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	259.134888	0.000000	0.000000	0.000000	0.000000	53.516126	0.000000	94.472179	0.000000	0.000000	369.197956	0.000000	0.000000	33.222885	0.000000	0.000000	0.000000	0.000000	170.848806	0.000000	538.582221	0.000000	64.423108	0.000000	31.649474	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	211.385363	0.000000	0.000000	0.000000	0.000000	64.161250	0.000000	94.472179	0.000000	0.000000	365.096824	0.000000	0.000000	37.902436	0.000000	0.000000	0.000000	0.000000	171.715759	0.000000	492.646012	0.000000	8.846825	0.000000	33.848321	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	187.778742	0.000000	0.000000	0.000000	0.000000	64.161250	0.000000	94.472179	0.000000	0.000000	363.531952	0.000000	0.000000	37.902436	0.000000	0.000000	0.000000	0.000000	171.152405	0.000000	460.516012	0.000000	0.136088	0.000000	38.122284	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	168.697959	0.000000	0.000000	0.000000	0.000000	63.420189	0.000000	94.472179	0.000000	0.000000	362.122754	0.000000	0.000000	35.858792	0.000000	0.000000	0.000000	0.000000	169.824733	0.000000	456.582605	0.000000	0.000000	0.000000	38.214055	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	152.847738	0.000000	0.000000	0.000000	0.000000	60.260588	0.000000	94.472179	0.000000	0.000000	356.983332	0.000000	0.000000	37.902436	0.000000	0.000000	0.000000	0.000000	167.273644	0.000000	457.938734	0.000000	0.000000	0.000000	35.207186	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	142.506200	0.000000	0.000000	0.000000	0.000000	60.259603	0.000000	94.472179	0.000000	0.000000	355.426164	0.000000	0.000000	38.868967	0.000000	0.000000	0.000000	0.000000	167.089492	0.000000	454.119599	0.000000	0.000000	0.000000	33.200935	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	136.023543	0.000000	0.000000	0.000000	0.000000	59.435890	0.000000	94.472179	0.000000	0.000000	361.027701	0.000000	0.000000	35.172573	0.000000	0.000000	0.000000	0.000000	168.358958	0.000000	450.165797	0.000000	0.000000	0.000000	30.394562	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	145.664514	0.000000	0.000000	0.000000	0.000000	58.781636	0.000000	94.472179	0.000000	0.000000	359.367925	0.000000	0.000000	39.032813	0.000000	0.000000	0.000000	0.000000	171.439176	0.000000	445.996334	0.000000	0.000000	0.000000	25.776059	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	108.563016	0.000000	0.000000	0.000000	0.000000	62.834624	0.000000	94.472179	0.000000	0.000000	312.120208	0.000000	0.000000	43.304214	0.000000	0.000000	0.000000	0.000000	150.417559	0.000000	490.155244	0.000000	0.000000	0.000000	22.136744	0.000000	3.371479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
